imdb_title_identifier,domestic_gross,international_gross,worldwide_gross,name
tt1534085,56491,0,56491,Beyond the Black Rainbow
tt1535108,93050117,193090583,286140700,Elysium
tt1535109,107100855,111690956,218791811,Captain Phillips
tt1535110,35100,0,35100,When Harry Tries to Marry
tt1535421,1309987,0,1309987,Air Racers 3D
tt1535438,63536011,50745040,114281051,Hope Springs
tt1535568,20615,0,20615,Douchebag
tt1535612,30680,1060452,1091132,The Son of No One
tt1535970,9216,601770,610986,The Ledge
tt1536044,84752907,92759125,177512032,Paranormal Activity 2
tt1536048,583455,284984,868439,W.E.
tt1536374,30655,0,30655,Hide Away
tt1537401,12979,175263,188242,Leap Year
tt1538403,31165421,64231152,95396573,The Mortal Instruments: City of Bones
tt1538833,19085,0,19085,Make Believe
tt1539489,29817,0,29817,A Fierce Green Fire
tt1540011,20777061,24396093,45173154,Blair Witch
tt1540068,67095,0,67095,The Sun Behind the Clouds: Tibet's Struggle for Freedom
tt1540128,13103272,17859063,30962335,Playing for Keeps
tt1540133,5360274,14200000,19560274,The Guard
tt1540733,573,0,573,A Good Day to Die
tt1540741,18642,0,18642,A Single Shot
tt1540814,176865,0,176865,Casino Jack and the United States of Money
tt1540933,20135,0,20135,How to Grow a Band
tt1540978,40000,0,40000,Louder Than a Bomb
tt1541153,24090,0,24090,Radio Unnameable
tt1541160,5043,3137111,3142154,Flypaper
tt1541666,77466,0,77466,Circo
tt1541943,77142,0,77142,To Catch a Dollar: Muhammad Yunus Banks on America
tt1541995,1348205,10000000,11348205,Snow Flower and the Secret Fan
tt1542344,18335230,42403567,60738797,127 Hours
tt1542411,68353,0,68353,Budrus
tt1542852,85526,3889589,3975115,Carancho
tt1543029,10430,0,10430,Mama Africa
tt1544600,2430735,0,2430735,The Grace Card
tt1545106,3361,89387,92748,Vamps
tt1545464,8100,0,8100,Restless City
tt1545660,123854,0,123854,Knights of Badassdom
tt1545759,708215,8521942,9230157,Point Blank
tt1546653,6196,0,6196,The Red Chapel
tt1546999,246042,0,246042,Larger Than Life in 3D
tt1547230,15013650,677990,15691640,Judy Moody and the Not Bummer Summer
tt1547234,20275446,10808153,31083599,Premium Rush
tt1549571,133771,0,133771,Pure Country 2: The Gift
tt1549572,1321194,455741,1776935,Another Earth
tt1549589,157508,753958,911466,Elles
tt1549920,12050299,36280458,48330757,The Last Stand
tt1550481,71732,0,71732,Flamenco Flamenco
tt1550524,31056,0,31056,White Irish Drinkers
tt1550557,43583,0,43583,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie"
tt1551630,4141,0,4141,Pawn
tt1551641,80634,0,80634,Winnie Mandela
tt1553659,37108,3285371,3322479,Breath
tt1554091,1759252,104254,1863506,A Better Life
tt1555064,20218921,310273,20529194,Country Strong
tt1555149,100119,62927562,63027681,Elite Squad: The Enemy Within
tt1556190,163962,13672,177634,Nostalgia for the Light
tt1557720,242707,0,242707,My Perestroika
tt1558250,30846,18582,49428,GasLand
tt1558256,146146,0,146146,Deadly Renovations
tt1558259,23918,0,23918,Simple Creature
tt1558972,336386,0,336386,Kings of Pastry
tt1559040,832,0,832,Abandoned
tt1559547,19452138,40600000,60052138,Beautiful Creatures
tt1559549,1330894,105497,1436391,Restrepo
tt1560139,256211,43294943,43551154,Boy
tt1560220,73123082,49683337,122806419,Zombieland: Double Tap
tt1560479,156072,0,156072,Deadtime
tt1560747,16377274,11880786,28258060,The Master
tt1560957,433588,0,433588,I Want Your Money
tt1560969,43593,0,43593,Love Etc.
tt1560985,53261944,48496546,101758490,The Devil Inside
tt1560987,110289,0,110289,The Trouble with Terkel
tt1562450,128203,0,128203,Stonewall Uprising
tt1562568,841733,1637,843370,Higher Ground
tt1562847,184705,0,184705,Amigo
tt1562859,1132192,935479,2067671,Golmaal 3
tt1562871,2511689,33400000,35911689,Ra.One
tt1562872,3108485,2084258,5192743,Zindagi Na Milegi Dobara
tt1562899,202348,95033,297381,Jinn
tt1562904,5129,0,5129,To Die Is Hard
tt1563704,200393,0,200393,Legendary
tt1563738,13843771,45545662,59389433,One Day
tt1563742,50316123,40928790,91244913,Overboard
tt1564349,72286779,23117618,95404397,Dolphin Tale
tt1564367,103028109,111917482,214945591,Just Go with It
tt1564585,21393620,45427416,66821036,Skyline
tt1564870,318121,0,318121,Not Today
tt1566501,5672846,3950000,9622846,For Greater Glory: The True Story of Cristiada
tt1566637,212940,0,212940,The Afflicted
tt1566648,6417135,9322,6426457,Waiting for 'Superman'
tt1567233,739561,0,739561,Forks Over Knives
tt1568150,2930687,0,2930687,Joan Rivers: A Piece of Work
tt1568328,73171,6425,79596,Enemies of the People
tt1568334,802535,0,802535,The Tillman Story
tt1568335,256242,0,256242,Jean-Michel Basquiat: The Radiant Child
tt1568337,3519,32626,36145,Loosies
tt1568338,18620000,27601189,46221189,Man on a Ledge
tt1568346,102515793,130101637,232617430,The Girl with the Dragon Tattoo
tt1568911,79884879,97700000,177584879,War Horse
tt1568921,19587032,126368084,145955116,The Secret World of Arrietty
tt1568923,320486,0,320486,A Film Unfinished
tt1570583,12396,8350,20746,For Ellen
tt1570728,84351197,60700000,145051197,"Crazy, Stupid, Love."
tt1570989,391674,0,391674,Tiny Furniture
tt1571222,5704709,21757332,27462041,A Dangerous Method
tt1571234,15951040,67721633,83672673,Mortal Engines
tt1571249,5284309,492331,5776640,The Skeleton Twins
tt1571565,27052,0,27052,Clash
tt1572154,35412,0,35412,Kinyarwanda
tt1572311,1076443,1377971,2454414,Tees Maar Khan
tt1572315,34341945,12900000,47241945,Texas Chainsaw 3D
tt1572491,40548,3178118,3218666,The Last Circus
tt1572769,272040,15671,287711,Countdown to Zero
tt1572773,53345,0,53345,God of Vampires
tt1573072,1183658,1156892,2340550,Housefull
tt1576440,7072,0,7072,Good Neighbours
tt1578261,427628,389360,816988,Break Ke Baad
tt1578275,48475290,21246676,69721966,The Dilemma
tt1579361,1328467,30201,1358668,Chasing Ice
tt1581829,6504,0,6504,Windfall
tt1581845,210975,0,210975,Somewhere Between
tt1582248,68945,54755,123700,Puncture
tt1582271,5206,45811,51017,The Good Doctor
tt1582465,48713,0,48713,A Birder's Guide to Everything
tt1582507,31611916,12675215,44287131,House at the End of the Street
tt1583420,35608245,36400000,72008245,Larry Crowne
tt1583421,122523060,253217645,375740705,G.I. Joe: Retaliation
tt1583737,154189,1151700,1305889,Unforgivable
tt1584016,3237343,242271,3479614,Catfish
tt1584131,164247,16586583,16750830,The Last Godfather
tt1586265,41152203,43231799,84384002,What to Expect When You're Expecting
tt1586752,538690,2800000,3338690,Machine Gun Preacher
tt1587309,9432,0,9432,If I Were You
tt1587310,241410378,517000000,758410378,Maleficent
tt1587426,271942,73121,345063,Tera Mera Ki Rishta
tt1587707,3291250,2017368,5308618,Exit Through the Gift Shop
tt1587729,176638,20791022,20967660,71: Into the Fire
tt1588170,129210,12644780,12773990,I Saw the Devil
tt1588173,66380662,50600000,116980662,Warm Bodies
tt1588334,4269426,148154,4417580,"Jeff, Who Lives at Home"
tt1588336,18009,5384,23393,Nï¿½ï¿½ï
tt1588337,3951596,38196671,42148267,Of Gods and Men
tt1588358,29864,0,29864,Brother
tt1588398,36578,372102,408680,Sleeping Beauty
tt1588875,8733,613911,622644,How I Ended This Summer
tt1588895,184292,946353,1130645,Uncle Boonmee Who Can Recall His Past Lives
tt1590013,62506,265000,327506,The Last Sentence
tt1590024,12135,219544,231679,"If I Want to Whistle, I Whistle"
tt1590157,8856,285627,294483,Special Treatment
tt1590193,36343858,83598529,119942387,The Commuter
tt1590295,9677,0,9677,Brutal Beauty: Tales of the Rose City Rollers
tt1591095,54009150,43000000,97009150,Insidious
tt1591479,70012847,11259919,81272766,Act of Valor
tt1592281,1239692,3726258,4965950,Take This Waltz
tt1592525,14326864,17877166,32204030,Lockout
tt1592527,273749,6276,280025,The Black Power Mixtape 1967-1975
tt1592576,3338,0,3338,Swerve
tt1594562,78396,1091354,1169750,The Innkeepers
tt1594972,17062499,13672003,30734502,Norm of the North
tt1595061,14615,0,14615,Unraveled
tt1595656,587615,2213551,2801166,To the Wonder
tt1596343,209837675,416300000,626137675,Fast Five
tt1596345,2436633,3141886,5578519,Pawn Sacrifice
tt1596346,43853424,3235566,47088990,Soul Surfer
tt1596350,54760791,101730488,156491279,This Means War
tt1596363,70259870,63181000,133440870,The Big Short
tt1596365,54333290,73397446,127730736,The Woman in Black
tt1596753,583633,67042,650675,Salinger
tt1597089,263723,0,263723,Phil Ochs: There But for Fortune
tt1598642,121461,260378,381839,Z for Zachariah
tt1598778,75658097,59800000,135458097,Contagion
tt1598822,54544638,87500000,142044638,New Year's Eve
tt1598828,26414527,10479194,36893721,One for the Money
tt1599348,126373434,81702771,208076205,Safe House
tt1599975,352428,6422693,6775121,The Princess of Montpensier
tt1600195,28087155,54000000,82087155,Abduction
tt1600196,10724389,7933992,18658381,The Drop
tt1600207,83566,2021123,2104689,The Eye of the Storm
tt1600435,100237,0,100237,Rejoice and Shout
tt1600524,68723,519660,588383,Heartbeats
tt1601913,51580236,25698095,77278331,The Grey
tt1602098,3014696,2620132,5634828,Albert Nobbs
tt1602472,633210,1020582,1653792,2 Days in New York
tt1602613,779188,9855938,10635126,Only God Forgives
tt1602620,6739492,13100000,19839492,Amour
tt1603257,3010,918742,921752,ATM
tt1603489,3062,0,3062,The Weird World of Blowfly
tt1604171,10130219,572027,10702246,Prom
tt1604589,243616,0,243616,My Uncle Rafael
tt1605630,57011521,177978063,234989584,American Reunion
tt1605717,645186,1252177,1897363,Frank
tt1605765,3400,0,3400,The Happy Poet
tt1605769,13472,794063,807535,The Monk
tt1605777,113800,545969,659769,The Woman in the Fifth
tt1605782,34665,0,34665,Comic-Con Episode IV: A Fan's Hope
tt1605783,56817045,94302174,151119219,Midnight in Paris
tt1605790,3000,0,3000,Zokkomon
tt1605791,31433,0,31433,Beyond the Farthest Star
tt1605798,352534,368609,721143,Effie Gray
tt1605803,27000,0,27000,The Last Ride
tt1606259,2647,22008,24655,Knuckle
tt1606378,67349198,237304984,304654182,A Good Day to Die Hard
tt1606382,312494,117822,430316,L'amour fou
tt1606384,70177,16467797,16537974,My Way
tt1606389,125014030,71100540,196114570,The Vow
tt1606392,10179275,651898,10831173,Win Win
tt1606829,135228,0,135228,The Other Dream Team
tt1608285,17309,0,17309,Littlerock
tt1608290,28848693,27874000,56722693,Zoolander 2
tt1608566,914818,182932,1097750,Poema de salvaciï¿½
tt1609113,56573,0,56573,Farmageddon
tt1609479,75143,45680,120823,Better Living Through Chemistry
tt1609488,40645,0,40645,Language of a Broken Heart
tt1610013,23262,0,23262,Can't Stand Losing You: Surviving the Police
tt1610452,43820,60712,104532,Band Baaja Baaraat
tt1610473,20567,0,20567,Coming Up Roses
tt1610516,46623,0,46623,The Woodmans
tt1610525,320725,181793,502518,Chuck
tt1611180,143986,0,143986,Thunder Soul
tt1611224,37519139,78952441,116471580,Abraham Lincoln: Vampire Hunter
tt1611990,8688,0,8688,Man on a Mission: Richard Garriott's Road to the Stars
tt1612774,100370,1359,101729,Rubber
tt1612782,1081,0,1081,The Butterfly Room
tt1613023,1200326,0,1200326,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest"
tt1613062,258223,0,258223,The Music Never Stopped
tt1613750,1517410,21325477,22842887,Kon-Tiki
tt1614420,140000,0,140000,Troublesome Creek: A Midwestern
tt1614989,1200010,14499697,15699707,Headhunters
tt1615065,47382068,35584084,82966152,Savages
tt1615147,5354039,14150000,19504039,Margin Call
tt1615160,34393507,110980592,145374099,The Foreigner
tt1615918,133110742,209584693,342695435,Alvin and the Chipmunks: Chipwrecked
tt1616195,37306030,47614509,84920539,J. Edgar
tt1616504,11538,0,11538,After the Cup: Sons of Sakhnin United
tt1617661,47387723,136500000,183887723,Jupiter Ascending
tt1618399,244951,0,244951,The Waiting Room
tt1618430,564489,944423,1508912,Dum Maaro Dum
tt1618432,2387730,115662,2503392,I'm in Love with a Church Girl
tt1618442,27367660,119569250,146936910,The Last Witch Hunter
tt1618445,42172,253758,295930,The We and the I
tt1618447,95000,419913,514913,Goodbye First Love
tt1619029,13960394,10310005,24270399,Jackie
tt1620680,100478608,32197256,132675864,A Wrinkle in Time
tt1620719,1288549,1654005,2942554,Dabangg
tt1620785,13013,0,13013,"How Much Does Your Building Weigh, Mr Foster?"
tt1620933,40311,0,40311,Paan Singh Tomar
tt1620935,5083906,1614773,6698679,Bleed for This
tt1620981,304281,0,304281,The Addams Family
tt1621019,3242,0,3242,The Sons of Tennessee Williams
tt1621039,55750480,54636592,110387072,Free Birds
tt1621045,91547205,4523302,96070507,Think Like a Man
tt1621046,5571497,1148428,6719925,Cesar Chavez
tt1621426,55282,0,55282,Natural Selection
tt1621444,1510026,700356,2210382,Bill Cunningham: New York
tt1621766,4015,0,4015,Approved for Adoption
tt1622547,37053924,3493516,40547440,30 Minutes or Less
tt1622563,2510,0,2510,Almost in Love
tt1622979,42587643,115300000,157887643,Final Destination 5
tt1623008,21620,104562,126182,The Arbor
tt1623205,234911825,258400000,493311825,Oz the Great and Powerful
tt1623288,56003051,51136348,107139399,ParaNorman
tt1623745,17739,0,17739,Little Birds
tt1624426,135809,0,135809,I Will Follow
tt1625150,28307,0,28307,North Sea Texas
tt1625346,16311571,6627456,22939027,Young Adult
tt1625857,13420,39143,52563,Benda Bilili!
tt1626135,3140,0,3140,Balls to the Wall
tt1626146,1124445,4828104,5952549,Hector and the Search for Happiness
tt1626811,20840,0,20840,Cameraman: The Life and Work of Jack Cardiff
tt1627924,728316,745025,1473341,Mausam
tt1628055,204232,0,204232,Touchback
tt1628841,103144286,286537649,389681935,Independence Day: Resurgence
tt1629376,270207,94724,364931,7 Khoon Maaf
tt1629705,200558,422970,623528,Blackthorn
tt1629757,6002756,630451,6633207,Chasing Mavericks
tt1630036,34522221,663663,35185884,Courageous
tt1630038,165987,0,165987,Fool for Love
tt1631867,100206256,270335000,370541256,Edge of Tomorrow
tt1632708,55802754,93739491,149542245,Friends with Benefits
tt1633356,18877153,21259326,40136479,Shark Night 3D
tt1634106,10021787,19727667,29749454,Bloodshot
tt1634121,69136,2943074,3012210,Intruders
tt1634122,8305970,151772616,160078586,Johnny English Reborn
tt1634136,17186,90953,108139,Violet & Daisy
tt1634138,5580,0,5580,Elevate
tt1634286,12356,7136,19492,Grassroots
tt1636826,54731865,48000000,102731865,Project X
tt1636849,157612,0,157612,Chasing Madoff
tt1637620,25115,0,25115,Fresh
tt1637688,37520095,136410501,173930596,In Time
tt1637706,24816118,988330,25804448,Our Idiot Brother
tt1637725,218815487,330552828,549368315,Ted
tt1638002,20431,25553956,25574387,"Love, Rosie"
tt1638353,148671,505916,654587,The Patience Stone
tt1638355,45445109,61600000,107045109,The Man from U.N.C.L.E.
tt1638362,189416,3454,192870,Client 9: The Rise and Fall of Eliot Spitzer
tt1638364,383294,211100,594394,The Armstrong Lie
tt1638979,31135,0,31135,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'"
tt1639426,7461,0,7461,Udaan
tt1639901,9862,175226,185088,A Screaming Man
tt1640459,703372,45081,748453,Hobo with a Shotgun
tt1640484,37295394,415216,37710610,Jumping the Broom
tt1640548,972512,571101,1543613,Rampart
tt1640680,14566,1996770,2011336,Armadillo
tt1640718,725489,535923,1261412,The Prophet
tt1641410,19996,2323306,2343302,Terraferma
tt1641624,6850,2987203,2994053,My Piece of the Pie
tt1641841,1242,594026,595268,Skin Trade
tt1641975,13377,128509,141886,Citadel
tt1644503,5154,0,5154,And They're Off
tt1645080,1430241,461889,1892130,The Art of Getting By
tt1645089,4312735,3558787,7871522,Inside Job
tt1645131,1162635,1803633,2966268,Romeo & Juliet
tt1645170,59650222,119729311,179379533,The Dictator
tt1645774,15005,0,15005,I'm Not Jesus Mommy
tt1646111,134461,96068,230529,"Life, Above All"
tt1646114,6298,50559,56857,My Joy
tt1646118,32127,96731,128858,October
tt1646958,34023,33070,67093,The Autobiography of Nicolae Ceausescu
tt1646971,177002924,444534595,621537519,How to Train Your Dragon 2
tt1646972,24248,0,24248,Jasmine
tt1646974,514237,4076876,4591113,The Names of Love
tt1646975,152530,102861,255391,Le Quattro Volte
tt1646980,137921,3558311,3696232,The Double
tt1646987,83670083,218300000,301970083,Wrath of the Titans
tt1647668,36457627,1850000,38307627,Million Dollar Arm
tt1648179,45290318,27809854,73100172,Here Comes the Boom
tt1648190,50701325,62529753,113231078,The Dark Tower
tt1649419,19019882,179067330,198087212,The Impossible
tt1649421,22539,0,22539,The Other City
tt1649433,85974,38558,124532,Vidal Sassoon: The Movie
tt1649443,837,4914920,4915757,[REC] 4: Apocalypse
tt1649444,9600,10148447,10158047,[REC] 3: Genesis
tt1649780,590700,514320,1105020,"Peace, Love & Misunderstanding"
tt1650043,52698535,19718859,72417394,Diary of a Wimpy Kid: Rodrick Rules
tt1650058,110313,0,110313,The Perfect Family
tt1650062,127004179,133091807,260095986,Super 8
tt1650393,55301,0,55301,C.O.G.
tt1650407,126085,1458662,1584747,"Turn Me On, Dammit!"
tt1650453,145808,1397577,1543385,I Wish
tt1650537,81600,0,81600,Inkubus
tt1650549,23487,0,23487,The Hill Chris Climbed: The Gridiron Heroes Story
tt1650554,28795985,32000000,60795985,Kick-Ass 2
tt1652287,113794,0,113794,35 and Ticking
tt1653002,13546,0,13546,Dysfunctional Friends
tt1653665,1735251,5666698,7401949,Goodbye Christopher Robin
tt1653690,14890,2325473,2340363,Ong-bak 3
tt1653827,32476,0,32476,Boxing Gym
tt1653911,707885,131769,839654,Mozart's Sister
tt1654829,101944,1509595,1611539,Thï¿½ï¿½ï
tt1655416,17669,3577981,3595650,Mental
tt1655420,14600347,20457349,35057696,My Week with Marilyn
tt1655441,42629776,23033500,65663276,The Age of Adaline
tt1655442,44671682,88761174,133432856,The Artist
tt1655446,6051,0,6051,The Miners' Hymns
tt1655460,17450535,4162198,21612733,Wanderlust
tt1655461,40598,207351,247949,Wild Oats
tt1655603,10454,0,10454,Evil Intent
tt1656170,4975,0,4975,Bringing Up Bobby
tt1656179,1794,0,1794,I Kissed a Vampire
tt1656186,304318,1802239,2106557,Stolen
tt1656190,17142080,23204106,40346186,Safe
tt1656192,10759,371423,382182,Special Forces
tt1657299,759,116995,117754,The Decoy Bride
tt1657507,36665854,24300000,60965854,Colombiana
tt1657510,1359910,2108,1362018,Gimme Shelter
tt1658501,84610,0,84610,Wretches & Jabberers
tt1658801,573335,901136,1474471,Freeheld
tt1659337,17742948,15641179,33384127,The Perks of Being a Wallflower
tt1659343,5460,363719,369179,Universal Soldier: Day of Reckoning
tt1660302,23203,677012,700215,Our Children
tt1660379,19327,1365116,1384443,House of Tolerance
tt1661199,201151353,341200000,542351353,Cinderella
tt1661275,3603484,8993778,12597262,Their Finest
tt1661382,29807260,15100000,44907260,Grudge Match
tt1661420,211440,20162761,20374201,Polisse
tt1662293,7886,1667495,1675381,Nothing Left to Fear
tt1663143,9409538,2007824,11417362,Fun Size
tt1663202,183637894,349312609,532950503,The Revenant
tt1663207,265452,1191223,1456675,Life of Crime
tt1663321,253874,1174417,1428291,Chicken with Plums
tt1663631,6141,0,6141,Crazy Eyes
tt1663660,73492,0,73492,On the Ice
tt1663662,101802906,309200000,411002906,Pacific Rim
tt1664892,45154,309127,354281,"Happy, Happy"
tt1664894,5304920,1162428,6467348,Cave of Forgotten Dreams
tt1665418,13737,0,13737,Dorfman in Love
tt1666185,44922302,10746396,55668698,All Eyez on Me
tt1666186,36661504,43886362,80547866,Vampires Suck
tt1666305,3804,0,3804,Free Radicals: A History of Experimental Film
tt1666555,15790,160842,176632,Anchor Baby
tt1666801,34030343,9498291,43528634,The Duff
tt1667150,123526,11707836,11831362,What Women Want
tt1667307,1008455,305903,1314358,Damsels in Distress
tt1667310,66351,1879903,1946254,Deadfall
tt1667321,745971,2589942,3335913,On Chesil Beach
tt1667353,64935167,118083355,183018522,Mirror Mirror
tt1667838,847993,14871219,15719212,I Hate Luv Storys
tt1667889,161321843,715922939,877244782,Ice Age: Continental Drift
tt1667905,77016,11742,88758,This Is Not a Film
tt1668200,7693187,17099628,24792815,Sarah's Key
tt1669846,9570,0,9570,Vito Bonafacci
tt1670345,117723989,234000000,351723989,Now You See Me
tt1670389,45176,0,45176,CornerStore
tt1670932,5928,0,5928,American Animal
tt1670994,106323,0,106323,Six Dance Lessons in Six Weeks
tt1672845,6255,126532,132787,Tonight You're Mine
tt1673376,157201,0,157201,Free the Mind
tt1673434,292324737,537422083,829746820,The Twilight Saga: Breaking Dawn - Part 2
tt1673697,2450867,17972761,20423628,The Sapphires
tt1673702,309973,1339449,1649422,A Cat in Paris
tt1674057,43180,7168000,7211180,All Together
tt1674771,32363404,16900000,49263404,Entourage
tt1674773,717205,8163731,8880936,Hannah Arendt
tt1674775,22826,0,22826,Keyhole
tt1674784,24094,9588375,9612469,Trespass
tt1674785,62660,0,62660,Drunk Stoned Brilliant Dead: The Story of the National Lampoon
tt1675192,1730296,1369018,3099314,Take Shelter
tt1675311,1492,0,1492,Where Are You Taking Me?
tt1675434,10198820,416389690,426588510,The Intouchables
tt1675759,2480,0,2480,The Wait
tt1677082,16124,762,16886,Return
tt1677720,137690172,445200000,582890172,Ready Player One
tt1678051,38898,1533142,1572040,Soldiers of Fortune
tt1679335,153707064,193157398,346864462,Trolls
tt1680045,100343,1563588,1663931,360
tt1680059,25926665,15660148,41586813,Born to Be Wild
tt1680114,8452,910816,919268,The Snowtown Murders
tt1680136,68795,0,68795,Klown
tt1680311,8824,0,8824,Home Run Showdown
tt1680679,4630,802806,807436,Breathing
tt1681666,13869,0,13869,Falling Away
tt1682180,1714221,10363220,12077441,Stoker
tt1682181,4142648,269001,4411649,Bully
tt1682186,1373,114138,115511,Headshot
tt1682940,264,57323,57587,Playback
tt1683048,165237,2808,168045,De Palma
tt1683519,37745,16470,54215,Wagner & Me
tt1683526,72689,1608832,1681521,Detachment
tt1683876,338987,0,338987,Happy People: A Year in the Taiga
tt1683921,3358,621555,624913,Sleepless Night
tt1684233,9747,3916639,3926386,Welcome to the Punch
tt1684548,3287,0,3287,Axe Giant: The Wrath of Paul Bunyan
tt1684628,454121,101390,555511,Circumstance
tt1684925,46347,29523,75870,Wish You Were Here
tt1686018,508714,24521,533235,Creature
tt1686042,91401,84871,176272,Girl on a Bicycle
tt1686784,170276,3153105,3323381,Flying Swords of Dragon Gate
tt1686821,7791979,7600000,15391979,Vampire Academy
tt1687247,252788,354381,607169,Life in a Day
tt1687277,11100,0,11100,InSight
tt1687281,655802,0,655802,Terri
tt1687875,16734,0,16734,Inventing Our Life: The Kibbutz Experiment
tt1687901,209696,4490365,4700061,The Awakening
tt1690389,18929,487821,506750,You Ain't Seen Nothin' Yet
tt1690455,166228,170922,337150,Dark Horse
tt1690953,368065385,602700620,970766005,Despicable Me 2
tt1691152,171419,140051,311470,David Lynch: The Art Life
tt1691153,45405,0,45405,Return to the Hiding Place
tt1691323,24036,45925,69961,Attenberg
tt1691916,12241122,4132721,16373843,Before I Fall
tt1691917,90288712,148970000,239258712,Planes
tt1691920,6361,9871,16232,I Melt with You
tt1692236,3212,0,3212,A Cuban Legend
tt1692486,2547047,25056022,27603069,Carnage
tt1692928,635325,0,635325,The Last Lions
tt1694015,62713,0,62713,Cool It
tt1694020,37134215,4729511,41863726,The Guilt Trip
tt1695405,129579,139354,268933,The Loneliest Planet
tt1695793,48557,12399,60956,Love U... Mr. Kalakaar!
tt1695994,636706,0,636706,The Virginity Hit
tt1696535,237181,105935,343116,El Bulli: Cooking in Progress
tt1697887,6601,0,6601,Brief Reunion
tt1698641,66954149,33700000,100654149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
tt1698648,1378591,707026,2085617,Girl Most Likely
tt1698654,38613,0,38613,Catching the Sun
tt1699147,4373074,0,4373074,Seven Days in Utopia
tt1699158,38083,0,38083,The Legend of Pale Male
tt1699185,53810,564293,618103,Free Men
tt1699513,151000,58158179,58309179,Beginning of the Great Revival
tt1699518,125659,4744714,4870373,The Young Karl Marx
tt1699720,52681,0,52681,!Women Art Revolution
tt1699755,9177065,130000,9307065,Peeples
tt1700841,97685686,43019636,140705322,Sausage Party
tt1700844,1126525,1989084,3115609,The Deep Blue Sea
tt1700845,1234254,2752634,3986888,The Invisible Woman
tt1702014,101451,1058000,1159451,The Way He Looks
tt1702425,5909483,2132184,8041667,Casa de mi Padre
tt1702429,34282,42431,76713,Eisenstein in Guanajuato
tt1702439,71349120,26245020,97594140,Safe Haven
tt1702443,73013910,26022917,99036827,Justin Bieber: Never Say Never
tt1703049,62027,0,62027,Trigun: Badlands Rumble
tt1703148,176669,1504109,1680778,The Hunter
tt1703957,1361045,4320577,5681622,Genius
tt1703958,1155545,1138278,2293823,Ek Main Aur Ekk Tu
tt1704573,9206470,884171,10090641,Bernie
tt1704619,696921,35004,731925,Tabloid
tt1705111,2207,0,2207,InSpectres
tt1706317,229931,175283,405214,Tezz
tt1706593,64575175,62060922,126636097,Chronicle
tt1706598,103536,21197,124733,Every Secret Thing
tt1706620,4563650,82195262,86758912,Snowpiercer
tt1706687,177729,0,177729,Monumental: In Search of America's National Treasure
tt1707380,9233,545720,554953,Every Thing Will Be Fine
tt1707386,148809770,293000000,441809770,Les Misï¿½ï¿½ï¿
tt1707391,17801,53050,70851,4:44 Last Day on Earth
tt1707392,18464,256016,274480,Lovely Molly
tt1708135,161531,234026,395557,13 Minutes
tt1708532,955148,1377766,2332914,Ready
tt1708537,81881,0,81881,The Whale
tt1709143,24084,163107,187191,The Last Days on Mars
tt1709654,625,0,625,Citizen Gangster
tt1710396,30932113,226000,31158113,Joyful Noise
tt1710417,252603,203151,455754,Lola Versus
tt1710469,70605,0,70605,Seasons of Gray
tt1711425,25682380,22383292,48065672,21 & Over
tt1711484,74474,3916953,3991427,The Conquest
tt1711525,54767494,59733805,114501299,Office Christmas Party
tt1712159,32771,5706613,5739384,40858
tt1712170,25888412,8700000,34588412,Alex Cross
tt1712261,12639297,10480145,23119442,Triple 9
tt1713476,30668,1550584,1581252,The Bay
tt1714203,376512,8117216,8493728,Piranha 3DD
tt1714206,6854611,63980,6918591,The Spectacular Now
tt1714209,303877,899822,1203699,In the Land of Blood and Honey
tt1714210,484592,643885,1128477,Weekend
tt1714866,190022,1053958,1243980,Midnight's Children
tt1714886,9750,244399,254149,Post Mortem
tt1714915,1879534,5729653,7609187,Only Lovers Left Alive
tt1714917,440627,509413,950040,Gimme Danger
tt1715336,4288,1252854,1257142,Anna
tt1715873,203373,74963,278336,10 Years
tt1715876,50020,0,50020,The Discoverers
tt1716772,36000,87989781,88025781,The Inbetweeners Movie
tt1716777,12434778,124153,12558931,People Like Us
tt1718199,11137,130892,142029,Dragon
tt1718835,21952,7094036,7115988,My Worst Nightmare
tt1718898,152200,0,152200,Snake & Mongoose
tt1719071,8464,347224,355688,Another Happy Day
tt1720172,266689,0,266689,Munger Road
tt1720182,5357328,0,5357328,October Baby
tt1720254,463540,4988807,5452347,Thank You
tt1720616,7251073,5768000,13019073,Friends with Kids
tt1720621,19698,0,19698,Trafficked
tt1721683,29066,417065,446131,The Sleeping Beauty
tt1722513,47896,1987281,2035177,"The Butcher, the Chef, and the Swordsman"
tt1723120,61759,107223,168982,Viva Riva!
tt1723121,150394119,119600000,269994119,We're the Millers
tt1723126,7643,0,7643,Last Days Here
tt1723811,3909002,13784673,17693675,Shame
tt1724962,3878,16211978,16215856,Beyond Outrage
tt1724965,294039,0,294039,Innocence
tt1726589,30905,17136,48041,L!fe Happens
tt1726592,3242457,12204697,15447154,Before I Go to Sleep
tt1726669,1987762,1677307,3665069,Killer Joe
tt1726738,29792,29063768,29093560,Sacrifice
tt1726861,13959,779,14738,The Prey
tt1726888,9017,1203337,1212354,Clandestine Childhood
